# time 'GFP' 'RNA' 'RNAP_pspark' 'GFP_Protease' 'Full_chain' 'tr1' 'RNAP' 'Rib' 'Protease' 'RNAPDeg' 'RNAP_dna' 'RNAP_rna' 'RNAP_dna_rna' 'RNAP_any' 'RNAP_psparktss' 'RNAP_RBS1' 'RNA_RBS1' 'RNAP_spaK' 'RNAP_RBS2' 'RNAP_spaR' 'RNAP_Ter1' 'RNAP_SpaRBS' 'RNAP_pSpaS' 'RNAP_pSpaStss' 'RNAP_RBS3' 'RNAP_gfp' 'RNAP_Ter2'
 4.100000E+03 642 295 0 32 0 369 1230 9942 0 44 0 20 0 1250 0 12 52 2 19 2 1 7 7 4 4 0 0
 4.110000E+03 649 296 0 32 0 373 1230 9944 0 43 0 20 0 1250 0 11 52 0 19 0 2 8 7 4 5 0 0
 4.120000E+03 656 295 1 32 0 374 1231 9931 1 42 1 18 0 1250 0 17 52 3 21 0 1 7 8 4 7 1 0
 4.130000E+03 663 297 0 32 0 374 1232 9943 0 41 0 18 0 1250 0 11 52 1 19 0 2 7 7 5 5 0 0
 4.140000E+03 667 299 1 32 0 375 1230 9936 0 41 1 19 0 1250 0 18 53 0 20 0 1 7 7 5 5 1 0
 4.150000E+03 668 299 0 32 0 379 1229 9936 0 42 0 21 0 1250 0 13 53 4 20 1 1 7 8 5 4 1 0
 4.160000E+03 670 299 0 32 0 381 1227 9939 1 44 0 21 2 1250 0 12 54 0 20 2 0 7 7 5 8 0 0
 4.170000E+03 675 299 0 32 0 385 1228 9933 1 44 0 22 0 1250 0 14 54 3 21 0 1 7 8 5 7 1 0
 4.180000E+03 685 302 0 32 0 387 1226 9940 0 43 1 23 0 1250 0 13 55 1 20 1 2 7 7 4 5 0 0
 4.190000E+03 687 302 0 32 0 392 1228 9939 0 42 0 22 0 1250 0 14 55 3 17 1 1 8 7 4 6 0 0
 4.200000E+03 699 304 0 32 0 395 1226 9941 0 42 0 23 1 1250 0 10 56 0 21 0 1 7 7 4 8 1 0
 4.210000E+03 709 307 0 32 0 399 1226 9943 1 40 0 23 1 1250 0 11 56 1 18 1 2 8 7 4 4 1 0
 4.220000E+03 709 305 0 32 0 404 1228 9930 1 40 0 22 0 1250 0 19 56 3 20 3 1 7 7 5 5 0 0
 4.230000E+03 713 305 0 32 0 412 1228 9940 0 39 0 22 0 1250 0 10 56 0 23 1 1 6 7 4 8 0 0
 4.240000E+03 717 304 0 32 0 413 1229 9936 0 40 0 21 0 1250 0 12 56 3 21 1 3 6 8 4 6 0 0
 4.250000E+03 726 304 0 32 0 415 1231 9939 0 39 0 19 0 1250 0 13 56 1 24 1 1 7 7 3 4 0 0
 4.260000E+03 733 305 0 32 0 419 1230 9942 0 39 0 20 0 1250 0 10 56 2 22 0 3 7 7 3 4 0 0
 4.270000E+03 738 304 0 32 0 422 1230 9934 0 39 0 20 0 1250 0 11 56 3 25 0 4 7 7 4 5 0 0
 4.280000E+03 750 303 0 32 0 428 1229 9935 0 39 0 21 0 1250 0 12 56 5 23 1 1 7 8 4 4 0 0
 4.290000E+03 753 306 0 32 0 430 1230 9936 1 37 0 20 0 1250 0 10 56 1 24 3 4 7 7 3 5 0 0
 4.300000E+03 758 305 0 32 0 432 1231 9950 2 37 0 19 0 1250 0 8 55 0 21 0 0 7 7 4 3 0 0
 4.310000E+03 762 304 0 32 0 432 1231 9936 1 38 0 19 0 1250 0 10 55 5 25 2 1 7 7 3 4 0 0
 4.320000E+03 764 306 0 32 0 431 1230 9944 0 38 0 20 0 1250 0 8 55 3 20 0 1 8 7 4 5 0 0
 4.330000E+03 768 306 0 32 0 429 1229 9923 0 39 0 20 1 1250 0 15 56 6 24 1 3 8 8 5 6 1 0
 4.340000E+03 772 307 0 32 0 434 1232 9937 1 39 0 18 0 1250 0 14 56 5 20 0 2 7 8 2 5 0 0
 4.350000E+03 778 307 0 32 0 441 1234 9937 0 38 0 16 0 1250 0 14 56 2 23 2 2 7 7 2 3 1 0
 4.360000E+03 780 306 0 32 0 445 1236 9944 0 39 0 14 0 1250 0 13 56 0 22 0 2 7 8 2 2 0 0
 4.370000E+03 782 306 0 32 0 445 1237 9945 1 39 0 13 0 1250 0 9 56 2 20 1 1 7 9 3 3 0 0
 4.380000E+03 786 308 0 32 0 447 1237 9942 1 38 0 13 0 1250 0 9 57 0 22 2 2 7 9 3 3 1 0
 4.390000E+03 791 307 0 32 0 447 1237 9943 0 40 0 13 0 1250 0 11 57 0 21 2 1 7 8 3 4 0 0
 4.400000E+03 792 307 0 32 0 447 1237 9942 2 36 0 13 0 1250 0 7 57 1 23 0 2 8 8 4 5 0 0
 4.410000E+03 788 307 1 32 0 448 1235 9932 3 38 1 14 0 1250 0 12 57 3 24 1 0 9 11 3 5 0 0
 4.420000E+03 791 307 0 32 0 447 1234 9930 0 40 0 15 1 1250 0 15 58 4 23 1 1 8 8 4 6 0 0
 4.430000E+03 791 308 1 32 0 446 1235 9934 1 41 1 14 0 1250 0 17 58 0 20 1 1 8 9 4 6 0 0
 4.440000E+03 785 309 0 32 0 449 1234 9936 0 40 0 16 0 1250 0 17 58 2 19 1 0 8 9 4 4 0 0
 4.450000E+03 784 314 0 32 0 448 1233 9940 3 38 0 17 0 1250 0 12 59 3 18 0 0 8 8 4 7 0 0
 4.460000E+03 784 313 0 32 0 453 1233 9927 1 38 0 17 0 1250 0 16 59 3 24 4 0 8 8 4 6 0 0
 4.470000E+03 779 311 1 33 0 456 1233 9935 0 40 1 16 0 1250 0 11 58 3 26 0 0 8 8 4 5 0 0
 4.480000E+03 786 311 0 32 0 458 1234 9937 2 40 0 16 0 1250 0 10 58 2 23 2 1 7 8 3 7 0 0
 4.490000E+03 784 310 0 33 0 461 1235 9935 0 41 0 15 0 1250 0 17 58 1 18 3 3 7 8 3 5 0 0
 4.500000E+03 788 310 0 32 0 465 1234 9936 1 38 0 16 0 1250 0 14 58 4 19 1 0 9 8 4 5 0 0
 4.510000E+03 791 311 0 32 0 466 1233 9937 0 37 0 17 0 1250 0 12 58 2 21 2 2 8 8 4 4 0 0
 4.520000E+03 789 313 0 32 0 467 1232 9945 0 37 0 18 0 1250 0 7 58 3 19 0 0 8 10 4 4 0 0
 4.530000E+03 783 311 0 32 0 472 1234 9945 1 38 0 16 0 1250 0 5 58 2 20 0 1 10 8 4 5 0 0
 4.540000E+03 781 310 0 32 0 469 1235 9931 0 38 0 15 0 1250 0 11 57 3 24 3 1 8 8 6 5 0 0
 4.550000E+03 779 313 0 32 0 475 1236 9933 0 38 0 14 0 1250 0 13 58 3 21 0 4 8 8 4 6 0 0
 4.560000E+03 789 313 0 32 0 478 1238 9932 0 36 0 12 0 1250 0 13 57 4 26 0 2 7 7 4 5 0 0
 4.570000E+03 792 314 0 32 0 480 1237 9939 1 37 0 13 0 1250 0 13 58 0 21 2 2 7 7 4 5 0 0
 4.580000E+03 796 313 0 32 0 489 1237 9937 2 39 0 13 0 1250 0 12 58 4 21 1 3 7 7 3 4 1 0
 4.590000E+03 798 311 0 32 0 491 1236 9935 0 40 0 14 0 1250 0 14 58 0 28 1 1 7 7 4 3 0 0
 4.600000E+03 805 311 0 32 0 493 1237 9943 0 38 0 13 0 1250 0 13 58 2 19 1 0 7 7 3 4 1 0
 4.610000E+03 809 312 0 32 0 499 1237 9942 1 37 0 13 0 1250 0 9 57 1 22 1 6 6 6 3 4 0 0
 4.620000E+03 817 310 0 32 0 501 1238 9945 0 38 0 12 0 1250 0 11 57 1 23 0 1 6 6 3 4 0 0
 4.630000E+03 820 314 0 32 0 504 1235 9940 0 36 0 14 1 1250 0 14 58 2 22 2 2 6 6 3 3 0 0
 4.640000E+03 823 314 0 32 0 506 1235 9945 2 34 0 14 1 1250 0 11 58 0 22 0 2 6 6 3 5 0 0
 4.650000E+03 826 312 0 32 0 509 1237 9940 2 36 0 13 0 1250 0 13 58 2 19 0 2 6 8 4 6 0 0
 4.660000E+03 830 310 0 33 0 508 1238 9949 1 38 0 12 0 1250 0 5 58 1 19 2 2 6 6 4 5 1 0
 4.670000E+03 832 310 1 32 0 512 1238 9934 0 37 1 11 0 1250 0 14 58 3 21 0 2 7 7 6 5 1 0
 4.680000E+03 836 314 0 32 0 516 1236 9938 1 37 0 14 0 1250 0 15 58 0 21 1 2 6 6 5 5 1 0
 4.690000E+03 839 314 0 32 0 512 1237 9943 1 37 0 13 0 1250 0 12 58 1 19 1 3 6 7 3 5 0 0
 4.700000E+03 846 314 0 32 0 512 1236 9940 0 38 0 14 0 1250 0 8 58 3 25 2 2 6 7 3 4 0 0
 4.710000E+03 847 312 0 32 0 514 1237 9946 0 39 0 13 0 1250 0 10 58 2 22 0 1 6 7 3 3 0 0
 4.720000E+03 847 310 0 33 0 513 1237 9938 0 40 0 13 0 1250 0 11 58 2 24 0 3 6 7 3 6 0 0
 4.730000E+03 855 310 1 32 0 516 1237 9938 1 41 1 12 0 1250 0 15 58 1 23 1 3 7 6 3 3 0 0
 4.740000E+03 857 312 0 32 0 515 1238 9936 0 41 0 12 0 1250 0 11 58 2 27 0 1 6 7 3 5 2 0
 4.750000E+03 860 312 0 32 0 514 1237 9942 0 41 0 13 0 1250 0 11 58 2 22 0 1 6 7 5 4 0 0
 4.760000E+03 863 311 0 32 0 521 1237 9943 1 39 0 13 0 1250 0 9 58 4 20 0 3 6 7 3 4 1 0
 4.770000E+03 870 313 0 32 0 524 1237 9942 1 38 0 13 0 1250 0 14 58 1 20 2 1 6 8 3 3 0 0
 4.780000E+03 878 312 0 32 0 528 1235 9939 1 38 0 14 1 1250 0 14 59 3 22 2 1 6 6 2 4 1 0
 4.790000E+03 879 310 1 32 0 529 1235 9938 0 37 1 14 0 1250 0 16 59 3 21 1 2 5 6 2 6 0 0
 4.800000E+03 884 310 0 32 0 534 1236 9934 0 35 0 14 0 1250 0 16 59 3 23 1 1 5 8 3 5 1 0
 4.810000E+03 887 310 1 32 0 541 1235 9937 0 34 1 14 0 1250 0 8 59 6 26 1 3 5 7 3 4 0 0
 4.820000E+03 892 313 0 32 0 544 1236 9936 0 34 0 13 1 1250 0 16 61 4 23 3 0 6 6 2 4 0 0
 4.830000E+03 897 313 0 32 0 549 1235 9938 0 35 0 15 0 1250 0 12 61 2 25 1 5 6 6 2 3 0 0
 4.840000E+03 900 312 0 32 0 556 1235 9938 0 36 0 15 0 1250 0 12 61 3 27 0 2 6 6 2 4 0 0
 4.850000E+03 908 313 0 32 0 560 1236 9948 0 35 0 14 0 1250 0 7 61 0 23 3 1 5 6 3 3 0 1
 4.860000E+03 912 315 0 32 0 562 1236 9944 0 35 0 14 0 1250 0 14 61 4 21 1 0 5 5 2 3 0 1
 4.870000E+03 914 318 0 32 0 564 1234 9941 0 36 0 16 0 1250 0 12 61 3 26 1 1 6 6 1 2 1 0
 4.880000E+03 914 319 0 32 0 570 1235 9951 0 34 0 15 0 1250 0 7 61 1 23 1 2 5 6 1 3 0 0
 4.890000E+03 922 319 0 32 0 572 1234 9941 0 35 0 16 0 1250 0 16 61 2 23 0 2 5 6 2 3 0 0
 4.900000E+03 930 319 0 32 0 572 1233 9948 1 36 0 16 1 1250 0 10 62 2 23 0 1 6 5 1 4 0 0
 4.910000E+03 942 319 0 32 0 578 1234 9938 0 34 0 16 0 1250 0 18 62 3 25 1 0 5 6 2 2 0 0
 4.920000E+03 949 320 0 32 0 583 1234 9937 0 35 0 16 0 1250 0 18 63 1 22 2 4 5 6 3 2 0 0
 4.930000E+03 953 324 1 32 0 586 1232 9938 0 35 1 17 0 1250 0 14 63 2 22 3 3 5 5 2 6 0 0
 4.940000E+03 960 325 0 32 0 591 1232 9940 0 35 0 18 0 1250 0 12 63 1 28 0 2 5 5 2 4 1 0
 4.950000E+03 965 326 0 32 0 604 1231 9939 0 35 0 19 0 1250 0 18 63 2 23 0 1 5 5 2 4 1 0
 4.960000E+03 969 324 1 32 0 611 1231 9932 1 37 1 18 0 1250 0 14 63 2 23 3 4 7 6 2 6 1 0
 4.970000E+03 979 326 0 32 0 614 1232 9940 1 37 0 18 0 1250 0 16 63 2 20 1 1 5 7 4 3 1 0
 4.980000E+03 985 327 0 32 0 618 1232 9943 1 37 0 18 0 1250 0 12 63 2 21 0 3 5 6 2 6 0 0
 4.990000E+03 987 329 0 32 0 620 1231 9938 1 36 0 19 0 1250 0 17 63 1 22 1 1 6 6 4 3 1 0
 5.000000E+03 993 328 0 32 0 621 1231 9950 0 36 0 19 0 1250 0 10 63 0 20 0 3 5 6 3 3 0 0
 5.010000E+03 998 327 0 32 0 628 1232 9937 1 37 0 18 0 1250 0 18 62 5 22 0 2 5 6 2 3 0 0
 5.020000E+03 1006 328 1 32 0 631 1231 9946 0 37 1 18 0 1250 0 14 62 3 17 2 0 7 6 2 3 0 0
 5.030000E+03 1008 331 0 32 0 636 1230 9949 0 36 0 20 0 1250 0 5 62 4 20 1 2 5 6 2 6 0 0
 5.040000E+03 1010 332 0 32 0 644 1231 9944 0 35 0 19 0 1250 0 13 62 3 19 2 1 6 6 2 4 0 0
 5.050000E+03 1015 332 0 32 0 650 1229 9940 0 37 0 20 1 1250 0 16 63 3 23 0 1 6 6 2 2 1 0
 5.060000E+03 1021 335 0 32 0 653 1227 9937 0 37 0 23 0 1250 0 19 63 3 26 0 0 6 6 1 1 1 0
 5.070000E+03 1023 335 0 32 0 658 1228 9941 0 38 0 22 0 1250 0 13 63 1 24 2 0 6 7 2 4 0 0
 5.080000E+03 1030 336 0 32 0 663 1229 9946 0 38 0 21 0 1250 0 13 63 0 24 1 1 6 6 1 2 0 0
 5.090000E+03 1035 336 0 32 0 668 1228 9943 0 36 0 22 0 1250 0 11 63 2 21 2 4 7 6 1 3 0 0
 5.100000E+03 1041 337 0 32 0 671 1228 9941 0 35 0 22 0 1250 0 15 64 2 21 0 3 7 6 2 3 0 0
 5.110000E+03 1047 337 1 32 0 674 1227 9941 0 36 1 22 0 1250 0 10 64 3 25 1 3 6 6 1 4 0 0
 5.120000E+03 1052 337 0 32 0 676 1227 9938 0 35 0 23 0 1250 0 10 64 5 27 0 2 7 6 1 4 0 0
 5.130000E+03 1062 338 0 32 0 682 1226 9938 0 35 0 23 1 1250 0 16 65 0 20 3 5 6 7 2 2 1 0
 5.140000E+03 1068 337 0 32 0 684 1228 9937 1 34 0 22 0 1250 0 15 65 3 19 2 2 6 7 5 3 0 1
 5.150000E+03 1073 338 0 32 0 690 1229 9936 0 35 0 21 0 1250 0 13 65 4 22 1 3 7 7 2 4 1 0
 5.160000E+03 1087 337 0 32 0 699 1230 9941 0 35 0 20 0 1250 0 17 65 3 24 0 1 6 6 1 1 0 0
 5.170000E+03 1090 338 0 32 0 702 1229 9928 1 36 0 21 0 1250 0 23 66 3 22 2 4 7 6 1 3 1 0
 5.180000E+03 1097 338 0 32 0 705 1230 9938 0 33 0 20 0 1250 0 14 65 3 19 3 2 7 8 2 3 1 0
 5.190000E+03 1106 341 0 33 0 711 1229 9942 0 33 0 21 0 1250 0 14 65 2 20 0 1 5 8 3 5 0 0
 5.200000E+03 1108 341 0 32 0 710 1228 9935 1 32 0 22 0 1250 0 14 65 3 22 2 3 6 8 3 4 0 0
 5.210000E+03 1118 340 0 32 0 711 1228 9930 0 32 0 22 0 1250 0 15 65 5 21 1 7 6 7 3 4 1 0
 5.220000E+03 1124 339 0 32 0 711 1227 9945 0 34 0 22 1 1250 0 9 66 4 21 1 1 6 6 2 4 0 1
 5.230000E+03 1135 339 0 32 0 717 1229 9946 0 31 0 21 0 1250 0 10 66 2 22 0 2 6 6 1 4 1 0
 5.240000E+03 1142 340 0 32 0 716 1228 9937 0 32 0 22 0 1250 0 16 65 1 26 1 1 6 6 1 2 3 0
 5.250000E+03 1143 340 1 32 0 721 1227 9945 0 33 1 22 0 1250 0 11 65 1 23 0 1 6 6 2 5 0 0
 5.260000E+03 1149 342 0 32 0 728 1226 9947 0 32 0 24 0 1250 0 12 65 1 17 2 2 6 6 3 4 0 0
 5.270000E+03 1153 343 0 32 0 735 1227 9941 0 31 0 23 0 1250 0 18 65 1 21 1 2 5 5 2 4 0 0
 5.280000E+03 1159 341 0 32 0 739 1228 9933 0 31 0 22 0 1250 0 18 65 4 25 1 1 5 7 3 2 0 1
 5.290000E+03 1161 339 0 32 0 742 1229 9936 1 33 0 21 0 1250 0 16 65 3 25 1 1 7 6 2 3 0 0
 5.300000E+03 1166 340 0 32 0 749 1229 9934 0 32 0 21 0 1250 0 17 65 5 22 0 1 6 7 3 4 1 0
 5.310000E+03 1174 342 0 32 0 755 1228 9931 0 29 0 22 0 1250 0 17 65 3 25 0 5 7 6 2 4 0 0
 5.320000E+03 1179 341 0 32 0 757 1228 9935 0 29 0 22 0 1250 0 17 65 0 26 1 1 6 7 3 4 0 0
 5.330000E+03 1187 343 0 32 0 762 1228 9940 0 29 0 22 0 1250 0 13 65 3 20 1 1 7 6 3 5 1 0
 5.340000E+03 1194 342 1 32 0 763 1227 9940 0 28 1 22 0 1250 0 13 65 1 22 2 4 6 6 2 3 0 1
 5.350000E+03 1200 343 0 32 0 767 1228 9943 0 28 0 22 0 1250 0 10 65 3 21 1 4 6 6 2 4 0 0
 5.360000E+03 1207 344 0 32 0 771 1229 9941 0 28 0 21 0 1250 0 13 65 1 23 1 0 6 6 3 6 0 0
 5.370000E+03 1209 345 1 32 0 771 1227 9939 0 29 1 22 0 1250 0 11 65 3 25 0 2 6 7 2 5 0 0
 5.380000E+03 1208 346 0 32 0 772 1228 9938 0 28 0 22 0 1250 0 14 64 3 23 1 1 6 6 3 5 0 0
 5.390000E+03 1207 343 0 32 0 776 1228 9934 0 30 0 22 0 1250 0 14 63 1 26 1 4 6 6 2 6 0 0
 5.400000E+03 1209 341 1 32 0 773 1228 9943 0 31 1 21 0 1250 0 13 63 2 20 1 2 6 6 2 5 0 0
 5.410000E+03 1217 345 0 32 0 775 1226 9942 0 31 0 24 0 1250 0 13 64 1 22 1 2 6 7 2 4 0 0
 5.420000E+03 1220 344 0 32 0 776 1228 9937 0 33 0 22 0 1250 0 14 64 3 22 2 1 7 6 3 4 1 0
 5.430000E+03 1222 344 0 32 0 774 1228 9940 1 34 0 22 0 1250 0 15 64 1 24 1 0 6 6 2 4 1 0
 5.440000E+03 1225 346 0 32 0 773 1227 9929 0 35 0 23 0 1250 0 17 64 3 23 2 4 6 7 4 5 0 0
 5.450000E+03 1229 344 1 32 0 774 1226 9933 2 35 1 23 0 1250 0 15 64 3 24 2 1 7 7 3 5 0 0
 5.460000E+03 1229 345 0 32 0 775 1227 9930 0 33 0 23 0 1250 0 11 65 4 29 1 2 6 7 4 6 0 0
 5.470000E+03 1239 348 0 33 0 774 1226 9935 1 33 0 24 0 1250 0 14 65 4 22 3 5 6 6 2 3 0 0
 5.480000E+03 1236 352 0 32 0 779 1225 9943 1 33 0 24 1 1250 0 9 66 3 19 1 5 6 7 2 4 1 0
 5.490000E+03 1238 353 0 32 0 775 1227 9941 0 32 0 23 0 1250 0 13 66 1 25 2 0 6 7 2 3 0 0
 5.500000E+03 1236 352 0 32 0 767 1228 9938 2 32 0 22 0 1250 0 12 66 1 27 1 2 6 7 2 4 0 0
 5.510000E+03 1238 349 0 32 0 764 1229 9942 0 33 0 21 0 1250 0 12 66 0 26 1 1 6 7 2 3 0 0
 5.520000E+03 1232 350 0 33 0 759 1228 9924 1 33 0 21 1 1250 0 21 67 1 32 1 1 7 8 2 3 0 0
 5.530000E+03 1228 352 0 32 0 759 1227 9928 0 32 0 22 1 1250 0 10 68 4 32 3 2 7 7 2 5 0 0
 5.540000E+03 1227 352 0 32 0 759 1228 9930 2 33 0 22 0 1250 0 13 69 6 26 1 2 7 7 3 5 0 0
 5.550000E+03 1224 353 0 33 0 758 1229 9929 1 32 0 21 0 1250 0 14 69 4 27 4 2 7 7 3 3 0 0
 5.560000E+03 1222 353 0 32 0 756 1230 9933 2 32 0 20 0 1250 0 9 69 5 27 1 5 7 7 3 3 0 0
 5.570000E+03 1213 353 0 32 0 750 1231 9929 1 32 0 19 0 1250 0 14 69 4 23 3 3 7 9 4 4 0 0
 5.580000E+03 1212 356 0 32 0 743 1227 9932 2 33 0 23 0 1250 0 16 69 2 24 1 1 8 8 4 4 0 0
 5.590000E+03 1205 358 0 33 0 736 1226 9929 0 34 0 24 0 1250 0 17 69 0 27 0 2 8 9 3 5 0 0
 5.600000E+03 1198 359 0 32 0 728 1228 9923 1 35 0 22 0 1250 0 17 69 3 26 2 1 9 10 4 5 0 0
 5.610000E+03 1194 357 0 32 0 727 1226 9924 1 37 0 24 0 1250 0 17 69 2 29 0 1 8 9 5 5 0 0
 5.620000E+03 1189 356 0 32 0 719 1227 9930 0 34 0 23 0 1250 0 10 69 4 28 0 2 8 8 4 6 0 0
 5.630000E+03 1192 356 0 32 0 707 1227 9926 3 33 0 23 0 1250 0 13 69 4 30 1 1 8 8 3 6 0 0
 5.640000E+03 1188 357 0 33 0 702 1225 9921 3 33 0 24 1 1250 0 18 70 0 31 1 2 8 9 3 5 1 1
 5.650000E+03 1186 361 0 32 0 698 1224 9924 3 33 0 26 0 1250 0 18 70 5 26 0 2 8 10 3 4 0 0
 5.660000E+03 1181 363 1 33 0 693 1222 9923 2 31 1 27 0 1250 0 20 71 2 28 2 1 8 8 3 5 0 0
 5.670000E+03 1180 367 0 32 0 694 1219 9927 1 30 0 31 0 1250 0 10 71 1 27 2 6 8 8 5 6 0 0
 5.680000E+03 1174 367 1 32 0 685 1220 9926 1 30 1 29 0 1250 0 12 71 5 31 1 1 8 8 3 5 0 0
 5.690000E+03 1168 369 0 32 0 686 1221 9926 0 27 0 29 0 1250 0 12 71 4 31 0 1 8 9 4 4 0 1
 5.700000E+03 1165 368 0 32 0 671 1221 9927 1 29 0 29 0 1250 0 11 72 3 25 2 2 8 8 6 6 2 0
 5.710000E+03 1165 369 0 33 0 665 1222 9932 0 29 0 27 1 1250 0 8 72 4 23 0 1 9 10 5 7 1 0
 5.720000E+03 1161 367 0 32 0 661 1225 9932 0 29 0 25 0 1250 0 6 72 2 27 3 0 9 9 5 7 0 0
 5.730000E+03 1157 369 0 32 0 660 1225 9930 3 29 0 24 1 1250 0 13 73 1 26 1 1 8 9 5 6 0 0
 5.740000E+03 1157 371 0 32 0 658 1223 9919 4 29 0 27 0 1250 0 17 73 3 27 0 2 9 11 4 8 0 0
 5.750000E+03 1157 372 0 32 0 652 1224 9923 0 30 0 26 0 1250 0 16 73 4 28 2 2 8 9 3 5 0 0
 5.760000E+03 1154 373 0 32 0 652 1225 9921 1 30 0 25 0 1250 0 16 73 3 31 3 3 8 8 3 4 0 0
 5.770000E+03 1150 371 0 33 0 648 1227 9934 2 32 0 23 0 1250 0 11 73 2 28 0 2 8 8 3 4 0 0
 5.780000E+03 1149 372 0 34 0 648 1227 9930 0 30 0 23 0 1250 0 17 73 2 25 1 4 7 7 3 4 0 0
 5.790000E+03 1146 369 0 33 0 645 1229 9940 1 33 0 21 0 1250 0 11 73 2 24 0 1 8 7 3 4 0 0
 5.800000E+03 1147 370 1 33 0 644 1229 9936 1 31 1 20 0 1250 0 8 73 1 28 1 2 7 7 3 6 1 0
 5.810000E+03 1150 371 0 33 0 644 1229 9930 1 32 0 20 1 1250 0 13 73 1 32 0 2 7 8 3 4 0 0
 5.820000E+03 1146 371 0 33 0 638 1231 9924 2 31 0 19 0 1250 0 14 73 5 27 4 3 8 7 4 4 0 0
 5.830000E+03 1145 372 0 33 0 635 1230 9936 0 29 0 20 0 1250 0 10 73 2 26 2 2 7 7 3 5 0 0
 5.840000E+03 1141 373 1 33 0 631 1229 9921 1 28 1 20 0 1250 0 19 73 3 29 2 1 8 7 4 5 1 0
 5.850000E+03 1142 372 0 34 0 625 1228 9925 0 30 0 22 0 1250 0 12 73 5 26 1 4 8 8 4 7 0 0
 5.860000E+03 1143 371 0 33 0 615 1229 9916 1 30 0 21 0 1250 0 15 73 2 35 2 1 9 7 5 7 0 1
 5.870000E+03 1145 370 0 34 0 613 1229 9922 3 31 0 21 0 1250 0 16 73 3 31 0 3 7 7 4 6 0 1
 5.880000E+03 1151 370 0 33 0 612 1229 9919 3 30 0 21 0 1250 0 17 72 4 31 1 4 8 7 3 5 1 0
 5.890000E+03 1152 371 0 33 0 617 1228 9937 0 30 0 22 0 1250 0 9 72 2 28 1 2 7 7 3 4 0 0
 5.900000E+03 1148 371 0 33 0 619 1228 9927 0 31 0 22 0 1250 0 13 71 4 31 1 3 7 7 3 4 0 0
 5.910000E+03 1147 372 0 33 0 623 1229 9923 0 31 0 21 0 1250 0 12 71 6 29 1 5 9 7 3 5 0 0
 5.920000E+03 1146 374 0 34 0 625 1233 9925 0 28 0 17 0 1250 0 12 70 3 30 2 2 7 8 5 5 1 0
 5.930000E+03 1146 374 0 33 0 629 1233 9929 2 29 0 17 0 1250 0 11 70 1 35 0 2 7 7 4 4 0 0
 5.940000E+03 1151 374 0 33 0 632 1233 9931 0 30 0 17 0 1250 0 5 70 5 34 2 1 7 7 4 4 0 0
 5.950000E+03 1152 376 0 33 0 637 1234 9924 1 28 0 15 1 1250 0 12 70 3 33 0 2 7 8 4 7 0 0
 5.960000E+03 1155 375 0 33 0 640 1235 9913 0 29 0 15 0 1250 0 15 70 6 35 2 2 8 9 5 5 0 0
 5.970000E+03 1162 376 0 33 0 640 1236 9920 0 28 0 14 0 1250 0 11 71 1 37 1 4 7 8 5 5 0 1
 5.980000E+03 1169 373 0 33 0 641 1237 9926 0 27 0 13 0 1250 0 8 71 2 34 2 2 7 7 5 6 1 0
 5.990000E+03 1175 374 1 33 0 650 1235 9925 0 27 1 14 0 1250 0 9 71 3 35 0 3 7 7 4 7 0 0
 6.000000E+03 1179 376 0 33 0 647 1236 9924 1 27 0 14 0 1250 0 11 71 2 36 0 2 7 7 4 7 0 0
 6.010000E+03 1182 375 0 33 0 643 1236 9916 0 27 0 14 0 1250 0 16 71 5 36 1 3 7 8 4 4 0 0
 6.020000E+03 1185 376 0 33 0 641 1237 9926 2 27 0 13 0 1250 0 11 71 3 33 1 3 7 7 3 5 1 0
 6.030000E+03 1184 374 0 33 0 644 1237 9928 1 29 0 13 0 1250 0 11 71 2 32 3 1 7 7 4 5 0 0
 6.040000E+03 1184 374 0 33 0 650 1238 9923 0 28 0 12 0 1250 0 14 71 3 35 0 1 8 7 3 5 1 0
 6.050000E+03 1188 376 0 33 0 646 1236 9931 3 29 0 14 0 1250 0 15 72 3 27 1 1 7 7 4 4 0 0
 6.060000E+03 1192 377 0 34 0 642 1236 9925 1 28 0 14 0 1250 0 16 72 3 29 2 1 7 7 3 7 0 0
 6.070000E+03 1187 380 0 33 0 646 1233 9911 0 28 0 17 0 1250 0 19 72 7 31 2 4 8 9 2 7 0 0
 6.080000E+03 1193 380 0 33 0 657 1233 9934 1 29 0 17 0 1250 0 12 72 1 30 0 2 7 7 3 4 0 0
 6.090000E+03 1195 380 0 33 0 659 1234 9929 2 29 0 16 0 1250 0 11 72 3 33 1 2 7 7 4 3 0 0
 6.100000E+03 1201 381 0 33 0 657 1236 9924 2 29 0 13 1 1250 0 11 73 7 30 1 1 7 8 4 5 1 1
 6.110000E+03 1203 383 0 34 0 654 1235 9925 0 30 0 14 1 1250 0 15 73 0 34 1 0 7 7 4 7 0 0
 6.120000E+03 1210 382 0 33 0 652 1235 9919 0 32 0 15 0 1250 0 17 73 2 33 3 1 6 8 5 6 0 0
 6.130000E+03 1215 381 0 34 0 660 1236 9917 0 32 0 14 0 1250 0 18 73 7 31 2 1 6 6 4 8 0 0
 6.140000E+03 1218 381 0 33 0 662 1236 9921 0 32 0 14 0 1250 0 12 73 2 37 0 3 6 6 5 8 0 0
 6.150000E+03 1222 380 0 33 0 667 1238 9925 1 32 0 12 0 1250 0 16 73 3 29 1 0 6 7 5 8 0 0
